"Laminate Flooring",PA2518,809,"Classic 1050","2 Strip",Afzelia,Parador,"You simply cannot do anything wrong with classics, besides which
you can prove that you have a taste that sets you apart from the
masses. Laminate flooring floors from the Classic collection are, as
the name suggests, the classics by Parador. They are distinguished
by their exquisite yet unassumingly timeless look and a touch of
luxurious elegance. The Classic floors in block and wideplank look
offer plenty of scope for design, which goes with many styles. The
Classic range offers different qualities for every requirement, is suitable
for many different areas of use and can be beautifully combined
both with classical and modern style elements. Parador Laminate
Flooring Classic is the fi rst and best choice for all those who want to
furnish their homes to the highest classical standards and steer clear
of changing fashions.","Parador offers premium quality “Made in Germany”. Our many years of experience provides the foundation for this combined with the relentless drive to further develop our expertise in all relevant areas. Our customers can tell the quality of our laminate floors by the brilliance of our decors as well as by the particularly good anti-swelling behaviour of the core boards and the perfect click connections. These properties characterise the faultless appearance of the Parador installation over the long term.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,1285mm,194mm,na,8mm,,,,"19 Kg",10,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.49,Square,"Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side","Metal only",28,0,PA2518_V,PA2518_L,PA2518_S,
"Laminate Flooring",PA2527,"2,049","Classic 1050","2 Strip",Merbau,Parador,"You simply cannot do anything wrong with classics, besides which
you can prove that you have a taste that sets you apart from the
masses. Laminate flooring floors from the Classic collection are, as
the name suggests, the classics by Parador. They are distinguished
by their exquisite yet unassumingly timeless look and a touch of
luxurious elegance. The Classic floors in block and wideplank look
offer plenty of scope for design, which goes with many styles. The
Classic range offers different qualities for every requirement, is suitable
for many different areas of use and can be beautifully combined
both with classical and modern style elements. Parador Laminate
Flooring Classic is the fi rst and best choice for all those who want to
furnish their homes to the highest classical standards and steer clear
of changing fashions.","Parador offers premium quality “Made in Germany”. Our many years of experience provides the foundation for this combined with the relentless drive to further develop our expertise in all relevant areas. Our customers can tell the quality of our laminate floors by the brilliance of our decors as well as by the particularly good anti-swelling behaviour of the core boards and the perfect click connections. These properties characterise the faultless appearance of the Parador installation over the long term.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,1285mm,194mm,na,8mm,,,,"19 Kg",10,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.49,Square,"Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side","Metal only",28,0,PA2527_V,PA2527_L,PA2527_S,
"Laminate Flooring",PA2529,331,"Classic 1050","3 Strip","Walnut Antique Block",Parador,"You simply cannot do anything wrong with classics, besides which
you can prove that you have a taste that sets you apart from the
masses. Laminate flooring floors from the Classic collection are, as
the name suggests, the classics by Parador. They are distinguished
by their exquisite yet unassumingly timeless look and a touch of
luxurious elegance. The Classic floors in block and wideplank look
offer plenty of scope for design, which goes with many styles. The
Classic range offers different qualities for every requirement, is suitable
for many different areas of use and can be beautifully combined
both with classical and modern style elements. Parador Laminate
Flooring Classic is the fi rst and best choice for all those who want to
furnish their homes to the highest classical standards and steer clear
of changing fashions.","Parador offers premium quality “Made in Germany”. Our many years of experience provides the foundation for this combined with the relentless drive to further develop our expertise in all relevant areas. Our customers can tell the quality of our laminate floors by the brilliance of our decors as well as by the particularly good anti-swelling behaviour of the core boards and the perfect click connections. These properties characterise the faultless appearance of the Parador installation over the long term.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,1285mm,194mm,na,8mm,,,,"19 Kg",10,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.49,Square,"Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side","Metal only",28,0,PA2529_V,PA2529_L,PA2529_S,
"Laminate Flooring",PA2534,742,"Classic 1050","3 Strip","Ocean Teak",Parador,"You simply cannot do anything wrong with classics, besides which
you can prove that you have a taste that sets you apart from the
masses. Laminate flooring floors from the Classic collection are, as
the name suggests, the classics by Parador. They are distinguished
by their exquisite yet unassumingly timeless look and a touch of
luxurious elegance. The Classic floors in block and wideplank look
offer plenty of scope for design, which goes with many styles. The
Classic range offers different qualities for every requirement, is suitable
for many different areas of use and can be beautifully combined
both with classical and modern style elements. Parador Laminate
Flooring Classic is the fi rst and best choice for all those who want to
furnish their homes to the highest classical standards and steer clear
of changing fashions.","Parador offers premium quality “Made in Germany”. Our many years of experience provides the foundation for this combined with the relentless drive to further develop our expertise in all relevant areas. Our customers can tell the quality of our laminate floors by the brilliance of our decors as well as by the particularly good anti-swelling behaviour of the core boards and the perfect click connections. These properties characterise the faultless appearance of the Parador installation over the long term.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,1285mm,194mm,na,8mm,,,,"19 Kg",10,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.49,Square,"Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side","Metal only",28,0,PA2534_V,PA2534_L,PA2534_S,
"Laminate Flooring",PA2549,"1,076","Classic 1050","2 Strip","Spotted Gum",Parador,"You simply cannot do anything wrong with classics, besides which
you can prove that you have a taste that sets you apart from the
masses. Laminate flooring floors from the Classic collection are, as
the name suggests, the classics by Parador. They are distinguished
by their exquisite yet unassumingly timeless look and a touch of
luxurious elegance. The Classic floors in block and wideplank look
offer plenty of scope for design, which goes with many styles. The
Classic range offers different qualities for every requirement, is suitable
for many different areas of use and can be beautifully combined
both with classical and modern style elements. Parador Laminate
Flooring Classic is the fi rst and best choice for all those who want to
furnish their homes to the highest classical standards and steer clear
of changing fashions.","Parador offers premium quality “Made in Germany”. Our many years of experience provides the foundation for this combined with the relentless drive to further develop our expertise in all relevant areas. Our customers can tell the quality of our laminate floors by the brilliance of our decors as well as by the particularly good anti-swelling behaviour of the core boards and the perfect click connections. These properties characterise the faultless appearance of the Parador installation over the long term.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,1285mm,194mm,na,8mm,,,,"19 Kg",10,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.49,Square,"Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side","Metal only",28,0,PA2549_V,PA2549_L,PA2549_S,
"Vinyl Flooring",TC0314,578,"Wood Effects","1 strip","Ancient Oak","Wood Effects","Wood Effect Luxury vinyl planks are a great alternative to your traditional sheet vinyl flooring.
From light oaks to modern silver greys Wood Effects
is a high quality domestic and
commercial Luxury Vinyl Plank to give you a
superior finish. All 8 decors have an
embossed finish to highlight the wood
grains and create a realistic look. Each plank has a micro bevel edge
and is coated with Nano Silver & Micro-
Ceramic coatings to protect your
investment for years to come.","3mm thick for Stability .5mm wear layer
Nano Silver coating with
Anti-microbial protection
Minimal expansion
Micro bevel edge","We recommend a professional installer be used to install this product.",,"South Korea",950mm,184mm,".5MM wear layer",3mm,,,,20kg,19,"These 3mm luxury vinyl tiles need to be direct stuck to a suitable subfloor with the appropriatte vinyl glue adhesive. The subfloor must be clean level and free of any paints or solovents. Wood effects can be laid in most areas of the home as it is highly moisture resistant. ",n/a,"Direct stick to a suitable subfloor",n/a,n/a,3.32,"4 sided micro bevell",n/a,"Nano Silver Prortective coating",n/a,"20 year residential owner occupier","10 year meduim commercial",PVC,"All area's of the home or small office","All area's of the home or small office","WOOD EFFECTS LVT has various colors and pattern choices and a number of advantages such as outstanding durability and comfortable viewpoint of walk. It also has these features of easy application and maintenance, but regular cleaning and up-keeping is required to maintain the product correctly..Please read the instructions on a bottle of Loba Care avaliable through this web site.","PU / Nano Silver Coating","Class 23/31","70% recyled PVC 30% Virgin PVC","ASTM C1028( > 0.50 ) Wet : 0.67  Dry : 0.72",9001,PVC,n/a,24,0,TC0314_V,TC0314_L,TC0314_S,
"Laminate Flooring",PA2549,296,"Classic 1050","2 Strip","Spotted Gum",Parador,"You simply cannot do anything wrong with classics, besides which
you can prove that you have a taste that sets you apart from the
masses. Laminate flooring floors from the Classic collection are, as
the name suggests, the classics by Parador. They are distinguished
by their exquisite yet unassumingly timeless look and a touch of
luxurious elegance. The Classic floors in block and wideplank look
offer plenty of scope for design, which goes with many styles. The
Classic range offers different qualities for every requirement, is suitable
for many different areas of use and can be beautifully combined
both with classical and modern style elements. Parador Laminate
Flooring Classic is the fi rst and best choice for all those who want to
furnish their homes to the highest classical standards and steer clear
of changing fashions.","Parador offers premium quality “Made in Germany”. Our many years of experience provides the foundation for this combined with the relentless drive to further develop our expertise in all relevant areas. Our customers can tell the quality of our laminate floors by the brilliance of our decors as well as by the particularly good anti-swelling behaviour of the core boards and the perfect click connections. These properties characterise the faultless appearance of the Parador installation over the long term.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,1285mm,194mm,na,8mm,,,,"19 Kg",10,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.49,Square,"Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side","Metal only",28,0,PA2549_V,PA2549_L,PA2549_S,
"Laminate Flooring",PA2551,"1,613","Classic 1050","2 Strip",Brushbox,Parador,"You simply cannot do anything wrong with classics, besides which
you can prove that you have a taste that sets you apart from the
masses. Laminate flooring floors from the Classic collection are, as
the name suggests, the classics by Parador. They are distinguished
by their exquisite yet unassumingly timeless look and a touch of
luxurious elegance. The Classic floors in block and wideplank look
offer plenty of scope for design, which goes with many styles. The
Classic range offers different qualities for every requirement, is suitable
for many different areas of use and can be beautifully combined
both with classical and modern style elements. Parador Laminate
Flooring Classic is the fi rst and best choice for all those who want to
furnish their homes to the highest classical standards and steer clear
of changing fashions.","Parador offers premium quality “Made in Germany”. Our many years of experience provides the foundation for this combined with the relentless drive to further develop our expertise in all relevant areas. Our customers can tell the quality of our laminate floors by the brilliance of our decors as well as by the particularly good anti-swelling behaviour of the core boards and the perfect click connections. These properties characterise the faultless appearance of the Parador installation over the long term.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,1285mm,194mm,na,8mm,,,,"19 Kg",10,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.49,Square,"Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side","Metal only",28,0,PA2551_V,PA2551_L,PA2551_S,
"Timber Flooring",UN4808,174,"Da Vinci 2","Distressed/Scraped 3 Strip","Hevea Accent Coffee Brown","Universal Flooring","The floors of the Da Vinci collection all have a
distressed Hevea surface. The board surface, ends
and sides are carefully sculpted through an intricate
process. This results in a final product that is
distinguished by a slightly rough-hewn texture and
highlighted by the richly aged patina of timbers,
lovingly worn by generations of family footsteps.
Our experience and specialization in the treatment of wood allow us to create
highly personalized floors, made with special care and attention. You can give your
engineered wood floor a personal signature through your choice of wood type,
dimension, surface, finish and edge treatment.","Universal Flooring offers
an extensive range of
high quality products,
manufactured from the world’s
finest selection of classic and
exotic wood species. Our wide
selection of parquet products
is designed to fit individual
styles and preferences ranging
from richly traditional looks to
contemporary expressions.","Maintaining your floor is surprisingly easy: simply sweep, dry mop
or vacuum on a regular basis. If necessary, you can clean the floor
with a slightly damp mop. A floor from Universal will last for years
and years with the proper care and maintenance. We recommend
that you use protective materials under furniture legs and castor
chairs and place rugs in high traffic entrance areas.
Universal Flooring offers a superior warranty to protect your
parquet flooring throughout its long life.","Universal Flooring...
...ensure our commercial activities are based on timber sourced from well
managed forest resources, through the use of hevea wood and HDF as
middle layer for our stable multilayer parquet. Our HDF core layer is
PEFC-certified. Hevea is recycled wood, sourced solely from plantations.
When a tree no longer yields sufficient latex, they are replaced by
another one, thus starting a new cycle of latex production. Usually, these
logged trees are burned by farmers, which causes an excessive amount
of CO2-emissions. Universal Flooring recycles the logged trees and uses
them for the multilayer parquet.
...can honestly state that our factories are FSC- and PEFC-certified.
...advocate certification of forests, and accept the policies of any
independent organization.
...support national and international efforts towards sound forest
management. We are committed to purchasing all our timber from
legal sources.
...only use adhesives corresponding to the E1-standard which fulfills the
highest international environment standards approved by accredited
laboratories.",Malaysia,1820mm,190mm,"2-3mm Distressed variation",14mm,,,,20kg,6,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"HDF Quads and Scotias to match",nil,2.08,"4 sided bevelled",Uniclic,"UV Cured Varnish 5 - 7 Layers (60% Gloss)",1260,"Lifetime Original Owner Occupier","15 years Limited Manufacturer","Multilayer parquet","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.","DIN 68861 (S33 -150)","Anti-Scratch Top coat with nano-technology","Hevea (hardwood)","CEN/TS 15676  (USRV 50-52)",ISO9001,"Spruce or Pine (PEFC, FSC and legally controlled sources)",Metal,61,0,UN4808_V,UN4808_L,UN4808_S,
"Laminate Flooring",PA2564,"1,250","Classic 1050","2 Strip","Oak Lava",Parador,"You simply cannot do anything wrong with classics, besides which
you can prove that you have a taste that sets you apart from the
masses. Laminate flooring floors from the Classic collection are, as
the name suggests, the classics by Parador. They are distinguished
by their exquisite yet unassumingly timeless look and a touch of
luxurious elegance. The Classic floors in block and wideplank look
offer plenty of scope for design, which goes with many styles. The
Classic range offers different qualities for every requirement, is suitable
for many different areas of use and can be beautifully combined
both with classical and modern style elements. Parador Laminate
Flooring Classic is the fi rst and best choice for all those who want to
furnish their homes to the highest classical standards and steer clear
of changing fashions.","Parador offers premium quality “Made in Germany”. Our many years of experience provides the foundation for this combined with the relentless drive to further develop our expertise in all relevant areas. Our customers can tell the quality of our laminate floors by the brilliance of our decors as well as by the particularly good anti-swelling behaviour of the core boards and the perfect click connections. These properties characterise the faultless appearance of the Parador installation over the long term.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,1285mm,194mm,na,8mm,,,,"19 Kg",10,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.49,Square,"Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side","Metal only",28,0,PA2564_V,PA2564_L,PA2564_S,
